Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Cover material (product.metafields.shopify.cover-material),Fit type (product.metafields.shopify.fit-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light source (product.metafields.shopify.light-source),Lighting features (product.metafields.shopify.lighting-features),Manufacturer type (product.metafields.shopify.manufacturer-type),Vehicle frame/body features (product.metafields.shopify.vehicle-frame-body-features),Vehicle mirror design (product.metafields.shopify.vehicle-mirror-design),Vehicle mirror type (product.metafields.shopify.vehicle-mirror-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
side-shooter-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Side_Shooter_-_Angle_2.jpg?v=1569683293,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
side-shooter-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/RAPTOR_DITCH_SIDESHOOTER.jpg?v=1583809792,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-7-inch-75-watt-dot-headlight,VADER SERIES Headlights,"<h5></h5>
<meta charset=""utf-8"">
<p><span data-sheets-value='{""1"":2,""2"":""Our Side-Shooter light pods are the latest and most versatile pod we offer. Each pod features 6 CREE LEDs to give off an amazing 3600 lumens. \n\nFeatures: \n-  6 High-quality CREE LEDs\n- 3 high intensity side bulbs\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- waterproof DT connector\n- 1 meter of wire\n- Lifetime Warranty\n\nThis set of Side Shooter pods is a perfect addition to any part of your vehicle due to their ability to provide a nearly 180 degree spread of light. Many buyers prefer to use them as ditch lights, but they have been installed in the rear of trucks and off-road vehicles as well. ""}' data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'><strong>Description</strong></span></p>
<p><span data-sheets-value='{""1"":2,""2"":""Our Side-Shooter light pods are the latest and most versatile pod we offer. Each pod features 6 CREE LEDs to give off an amazing 3600 lumens. \n\nFeatures: \n-  6 High-quality CREE LEDs\n- 3 high intensity side bulbs\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- waterproof DT connector\n- 1 meter of wire\n- Lifetime Warranty\n\nThis set of Side Shooter pods is a perfect addition to any part of your vehicle due to their ability to provide a nearly 180 degree spread of light. Many buyers prefer to use them as ditch lights, but they have been installed in the rear of trucks and off-road vehicles as well. ""}' data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'>The ATC Vader is one of the sleekest and best performing LED headlights on the market. Patent pending optics allow for an amazing line of site beam that will not blind oncoming traffic. Looks great on everything from a brand new </span></p>
<p><span data-sheets-value='{""1"":2,""2"":""Our Side-Shooter light pods are the latest and most versatile pod we offer. Each pod features 6 CREE LEDs to give off an amazing 3600 lumens. \n\nFeatures: \n-  6 High-quality CREE LEDs\n- 3 high intensity side bulbs\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- waterproof DT connector\n- 1 meter of wire\n- Lifetime Warranty\n\nThis set of Side Shooter pods is a perfect addition to any part of your vehicle due to their ability to provide a nearly 180 degree spread of light. Many buyers prefer to use them as ditch lights, but they have been installed in the rear of trucks and off-road vehicles as well. ""}' data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'>Features: <br></span></p>
<ul>
<li><span>Set of Two LED Headlights</span></li>
<li><span>High Intensity CREE LEDs</span></li>
<li><span>7"" Size</span></li>
<li><span>White and Amber Light Options</span></li>
<li><span>LED Canbus Anti-Flicker Feature</span></li>
<li><span>Lifetime Warranty</span></li>
</ul>
<meta charset=""utf-8"">
<p><span>With a White and Amber option for top and bottom that you can customize be used as a driving light and/or turn signal. To top it off it has a built in Canbus (Anti-Flicker) and DOT / SAE approval  along with the ATC LIFETIME WARRANTY. Come in a set of two </span></p>
<h5><span>Specs:</span></h5>
<meta charset=""utf-8"">
<ul>
<li>Size: 7 inch</li>
<li>LED Power: 110 Watt</li>
<li>Operating Voltage: 10 - 30 Volts</li>
<li>Waterproof IP68</li>
<li>Polycarbonate Lens</li>
<li>High / Low Dual Function</li>
<li>Running Light 20 watt</li>
<li>DOT and SAE approved</li>
<li>Built in Canbus (Anti-Flicker)</li>
<li>Connection: H4 plug or H4 to H13 adapter</li>
<li>Total Output: 8000 Lumen</li>
<li>Quantity 2</li>
</ul>",All Terrain Concepts,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting,LED Headlights,"7 inch, 75 watt, atc, atc lights, cree, dot, headlight, Headlights, Jeep, LED, lights, off road, offroad, race, Side by side, Toyota, ultra 4, UTV",true,Title,Default Title,,,,,,,,ATC75W-1,2267.96185,,-5,deny,manual,325.00,0.00,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/imagejpg_3fcc9909-d535-4f07-8662-cd5e1a5001d4.jpg?v=1587567825,1,"7"" LED headlight for Jeeps",false,Vader Series Headlights | All Terrain Concepts,"These 7"" LED headlights are some of the highest performing headlights for trucks and jeeps on the market. Visit our site to view LED headlight specs.",,,,,new,,,,,,,,3,,,,,,,,,,,,,lb,,,true,,,active
atc-7-inch-75-watt-dot-headlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/imagejpg_1c3a2707-c657-4367-9c13-3bf5d2d7b982.jpg?v=1554144705,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-7-inch-75-watt-dot-headlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Headlight_logo_99a1ee45-aac2-48c8-839c-e3906e23a713.jpg?v=1554144705,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-7-inch-75-watt-dot-headlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/headlight_back_9233b899-72a8-4e63-b230-1bd77ee3626a.jpg?v=1554144705,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-7-inch-75-watt-dot-headlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/vader_headlight.jpg?v=1583810279,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-7-inch-75-watt-dot-headlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/VADER_IN_JL_07b4253c-907f-4d8c-b07b-34f0a27d019a.jpg?v=1583810279,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-7-inch-75-watt-dot-headlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/vader_pats_49.jpg?v=1583810279,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-7-inch-75-watt-dot-headlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/vader.jpg?v=1583810279,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
security-bolts,Security Bolts,"<p>Help keep your investment protected and secure with All Terrain Concepts security bolts.</p>
<p>Works with all All Terrain Concepts Light Bars </p>
<p><span style=""color: #ff0000;"">** Will not work with Super Slim or Dual Slim Series**</span></p>
<p>Includes 2 Bolts and one Security Bolt Key</p>",All Terrain Concepts,Vehicles & Parts > Vehicle Parts & Accessories,Accessories,"1 row, 14 inch, 16.5 inch, 20 inch, 22 inch, 2x2, 3 meters, 30 inch, 32 inch, 32.5 inch, 33 inch, 38 inch, 4 inch, 4 row, 40 inch, 43 inch, 44 inch, 5, 5 inch, 50 inch, 7, 7 inch, ATC expander, ATC Race, bar, bars, connector, cree, DT, dual slim, dual spot, E series, EE-series, flood, flush, jk, LED, led bracket, light bar, light bar bracket, light bar cover, Light Bars, lights, lumens, merch, mini, mini race, nissan, O-Series, off road, offroad, overlander, PODS, race series, radiant, radiant single, radius, radius light bar, security, ultra 4, unlimited, UTV, waterproof",true,Title,Default Title,,,,,,,,LBSB02,907.18474,,-5,deny,manual,10.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/Security_Bolt.jpg?v=1495610780,1,"",false,,,,,,,new,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
security-bolts,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Security_Bolt1.jpg?v=1495610786,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short-sleeve-atc-t-shirt,Short Sleeve ATC T Shirt,"<p>Support your favorite Off-Road company by sporting their custom Logo T shirts.</p>
<p>Comes in white or black and in sizes from Small to 2XL</p>
<p>100% Cotton with ATC logo on front and back</p>
<p>Style may Vary and design as well but you will get the size you choose and 100% satisfaction Guaranteed.</p>",All Terrain Concepts,Apparel & Accessories > Clothing > Shirts & Tops,Swag and Merchandise,"atc, black, colors, merch, shirts, swag, white",true,Size,Small,,Color,Mystery style and color. We appreciate your support,,,,,ATC-SMALL,907.18474,,0,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/ATC_back_1c.jpg?v=1573609887,1,"",false,,,,,,,new,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
short-sleeve-atc-t-shirt,,,,,,,,,Medium,,,ATC Mystery Shirt. Thanks for support,,,,,ATC-Medium,907.18474,,0,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/ATC_front_1c.jpg?v=1573609887,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
short-sleeve-atc-t-shirt,,,,,,,,,Large,,,ATC Mystery Shirt. Thanks for support,,,,,ATC-Large,907.18474,,-1,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/ATC_front.jpg?v=1573609887,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
short-sleeve-atc-t-shirt,,,,,,,,,X-Large,,,ATC Mystery Shirt. Thanks for support,,,,,ATC-XL,907.18474,,-3,deny,manual,25.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
short-sleeve-atc-t-shirt,,,,,,,,,2XL,,,ATC Mystery Shirt. Thanks for support,,,,,ATC-2XL,907.18474,,-2,deny,manual,25.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
universal-cradle-bracket,Universal Cradle Bracket,"Cradle brackets made of steel. Paintable. Available in 7.5 Inch, 14 Inch, 20 Inch, 30 Inch, 40 Inch, and 50 Inch.  Makes custom mounting any size Light Bar easy and adjustable.",All Terrain Concepts,Uncategorized,Brackets and Mounts,"14 inch, 20 inch, 30 inch, 40 inch, 50 inch, 7.5 inch, bracket, can-am, CF Moto, cradle, cradle bracket, cree, Honda, Jeep, Kawasaki, LED, Light Bars, lights, maverick, Maverick R, Maverick x3, off road, offroad, overlander, Polaris, Side by side, Toyota, ultra 4, UTV, yamaha",false,Cradle Brackets,7.5 Inch,,,,,,,,CB7.5,907.18474,shopify,0,continue,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/Universal_Cradle_Brackets_-_multi.jpg?v=1570804082,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Cradle2.JPG?v=1570804155,lb,,,true,,,draft
universal-cradle-bracket,,,,,,,,,14 Inch,,,,,,,,CB14,907.18474,shopify,0,deny,manual,25.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/Cradle.JPG?v=1570804155,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
universal-cradle-bracket,,,,,,,,,20 Inch,,,,,,,,CB20,907.18474,shopify,0,continue,manual,30.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/Cradle1.JPG?v=1570804155,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
universal-cradle-bracket,,,,,,,,,30 Inch,,,,,,,,CB30,907.18474,shopify,0,continue,manual,35.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/Cradle2.JPG?v=1570804155,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Cradle1.JPG?v=1570804155,lb,,,,,,
universal-cradle-bracket,,,,,,,,,40 Inch,,,,,,,,CB40,907.18474,shopify,0,continue,manual,40.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
universal-cradle-bracket,,,,,,,,,50 Inch,,,,,,,,CB50,907.18474,shopify,0,continue,manual,50.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
all-terrain-conepts-hat,All Terrain Concepts Hat,"<p>Support you favorite Off-Road  Company by sporting their amazing hat. Hat is one size fits all snapback style and utilizes the highest quality production. Available in Trucker and Solid. Always of the highest quality. Style may vary but satisfaction guaranteed. Choose a style and will do best to accommodate.</p>
<p>Black Solid always available. Inventory may vary depending on stock on hand. Please make note of color desired or call to confirm availability.</p>",All Terrain Concepts,Apparel & Accessories > Clothing Accessories > Hats,Swag and Merchandise,"clothes, colors, hats, merch, swag",true,ATC-Hat,Black Snapback,,,,,,,,ATC-Hat Black,453.59237,,-7,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/ATC_hat_blk.jpg?v=1573610520,1,"",false,,,,,,,new,FALSE,,,,,,FALSE,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/ATC_hat_blk_703ed42c-a11b-47b6-a92d-2c1285d49866.jpg?v=1573610558,lb,,,true,,,active
all-terrain-conepts-hat,,,,,,,,,Camo with Black logo,,,,,,,,ATC-HAT CAMO,453.59237,,0,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/ATC_hat_camo.jpg?v=1573610520,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/ATC_hat_camo.jpg?v=1573610520,lb,,,,,,
all-terrain-conepts-hat,,,,,,,,,Black with Black Logo,,,,,,,,ATC-HAT BB,453.59237,,0,deny,manual,20.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/ATC_hat_blk_703ed42c-a11b-47b6-a92d-2c1285d49866.jpg?v=1573610558,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
all-terrain-conepts-hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/RED_HAT.jpg?v=1583810905,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-terrain-concepts-beanie,All Terrain Concepts Beanie,"<ul>
<li>All Terrain Concepts Beanie</li>
<li>Single layer 100% Cotton</li>
<li>Designed to cover ears and keep you warm while looking Awesome</li>
<li>Random Designs and Colors available</li>
<li>Highest Quality and satisfaction Guaranteed.</li>
<li>Specify Desired Color in order Comments</li>
</ul>",Swag,Apparel & Accessories,Swag and Merchandise,"beanie, clothes, merch, swag",true,Title,Default Title,,,,,,,,ATC-Beanie,2267.96185,,0,deny,manual,15.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/files/thumbnail_image1.jpg?v=1701464093,1,"",false,,,,,,,new,FALSE,,,,,,FALSE,,,,,,,,,,,,,,lb,,,true,,,active
all-terrain-concepts-beanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/thumbnail_image2.jpg?v=1701464093,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-terrain-concepts-beanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/thumbnail_image3.jpg?v=1701464093,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-terrain-concepts-beanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/thumbnail_image4.jpg?v=1701464093,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-terrain-concepts-beanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/thumbnail_image5.jpg?v=1701464093,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-terrain-concepts-beanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/thumbnail_image6.jpg?v=1701464093,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-terrain-concepts-beanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/ATC_BEANIE.jpg?v=1701464093,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dt-waterproof-pig-tail,DT Waterproof Pig Tail,"<ul>
<li>Waterproof Male DT connector</li>
<li>Approximately 3ft Cable</li>
<li>Allow for use of DT connector without Harness Purchase</li>
</ul>",All Terrain Concepts,Vehicles & Parts > Vehicle Parts & Accessories,Accessories,"accessories, connector, DT, pig tail, waterproof, waterproof connector, wiring",true,Title,Default Title,,,,,,,,PIG3M,453.59237,shopify,97,continue,manual,7.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/Pigtail.jpg?v=1533847943,1,"",false,,,,,,,new,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
dt-waterproof-pig-tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/pigtail1.jpg?v=1533847943,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-7-inch-bluetooth-halo-headlight,"7"" RGB SERIES Color Headlights","<div><strong>Description</strong></div>
<p>ATC is excited to offer this 7"" bluetooth controlled halo headlight as part of our lineup of high-performing headlights. If you are looking to stand out on the streets, these are a great LED headlight for you. </p>
<p><span data-sheets-value='{""1"":2,""2"":""Our Side-Shooter light pods are the latest and most versatile pod we offer. Each pod features 6 CREE LEDs to give off an amazing 3600 lumens. \n\nFeatures: \n-  6 High-quality CREE LEDs\n- 3 high intensity side bulbs\n- Deep dish optics\n- Shaterproof polycarbonate lens\n- Universal mount\n- waterproof DT connector\n- 1 meter of wire\n- Lifetime Warranty\n\nThis set of Side Shooter pods is a perfect addition to any part of your vehicle due to their ability to provide a nearly 180 degree spread of light. Many buyers prefer to use them as ditch lights, but they have been installed in the rear of trucks and off-road vehicles as well. ""}' data-sheets-userformat='{""2"":4999,""3"":{""1"":0},""4"":{""1"":2,""2"":14281427},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":2,""11"":4,""12"":0,""15"":""arial,sans,sans-serif""}'>Features: <br></span></p>
<ul>
<li><span>Set of Two LED Headlights</span></li>
<li><span>High Intensity CREE LEDs</span></li>
<li><span>7"" Size</span></li>
<li><span>Different Colored Light Options</span></li>
<li><span>LED Canbus Anti-Flicker Feature</span></li>
<li><span>Lifetime Warranty</span></li>
</ul>
<h5><span>Specs:</span></h5>
<meta charset=""utf-8"">
<ul>
<li>Power: 60W</li>
<li>Lumens per light: 3900lm (low beam), 5000lm (high beam)</li>
<li>LED type: Cree</li>
<li>Input Voltage: 12-24V DC</li>
<li>Power: L/H 2.4Amp@12V DC, L/H 1.3Amp@24V DC</li>
<li>Connection: H4 plug or H4 to H13 adapter</li>
<li>Color Temperature: 6000K (white)</li>
<li>IP Rate: IP 68</li>
<li>Non-polarity; EMC &amp; Canbus </li>
<li>Blue-tooth controlled Halo </li>
<li>Quantity: 2</li>
</ul>",All Terrain Concepts,Home & Garden > Lighting,LED Headlights,"7 inch, atc, atc lights, bluetooth, cree, halo, headlight, Jeep, LED, lights, off road, offroad, overlander, race, Side by side, Toyota, ultra 4, UTV",true,Title,Default Title,,,,,,,,HLRG60,4535.9237,shopify,11,continue,manual,375.00,,true,true,3651664102479,https://cdn.shopify.com/s/files/1/1803/9213/products/imagejpg_cbb0709f-cdc0-44ae-8ecf-460e44fd2151.jpg?v=1587571999,1,Bluetooth controlled halo headlights,false,"7"" RGB Color Halo Headlights | All Terrain Concepts","Bluetooth controlled headlight halos, are growing increasingly popular, and ATC is proud to offer one of the most dependable headlights on the market. ",Lighting,,,,new,FALSE,,,,,,FALSE,1,,,,,,,,,,,,,lb,,,true,,,active
atc-7-inch-bluetooth-halo-headlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Headlight_logo.jpg?v=1554145055,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-7-inch-bluetooth-halo-headlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/headlight_back.jpg?v=1554145055,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-inch-dual-slim-light-bar,DUAL SLIM SERIES Light Bars,"<h5></h5>
<div></div>
<ul>
<ul>
<ul>
<ul>
<ul>
<ul></ul>
</ul>
</ul>
</ul>
</ul>
</ul>
<p><strong style=""background-color: #ffffff;"">Description:</strong></p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span style=""background-color: #eeeeee;""><span style=""background-color: #ffffff;"">All Terrain Concept's Dual Slim Series is the only off-road light bar of its kind, producing the best light spread on the market for trucks, jeeps, and off-road vehicles. Available in 14"", 22"", 32"", 40"", and 50"" lengths. <br><br>Features:<br></span></span></p>
<ul>
<li><span style=""background-color: #eeeeee;""><span style=""background-color: #ffffff;"">100% Waterproof</span></span></li>
<li><span style=""background-color: #eeeeee;""><span style=""background-color: #ffffff;"">Indestructible Polycarbonate Lens</span></span></li>
<li><span style=""background-color: #eeeeee;""><span style=""background-color: #ffffff;"">2 Row 3 Watt Philips Driving Boards</span></span></li>
<li><span style=""background-color: #eeeeee;""><span style=""background-color: #ffffff;"">3-D Optics</span></span></li>
<li><span style=""background-color: #eeeeee;""><span style=""background-color: #ffffff;"">Gasket Sealed </span></span></li>
<li><span style=""background-color: #eeeeee;""><span style=""background-color: #ffffff;"">Waterproof DT Connectors</span></span></li>
<li><span style=""background-color: #eeeeee;""><span style=""background-color: #ffffff;"">2 Meters of Cable</span></span></li>
<li><span style=""background-color: #eeeeee;""><span style=""background-color: #ffffff;"">Lifetime Warranty</span></span></li>
</ul>
<p><span style=""background-color: #eeeeee;""><span style=""background-color: #ffffff;""><br>If you are looking for the brightest, slimmest, and sleekest off-road light bar on the market, you've come to the right place. Our Dual Slim Series light bars are one of our most popular products! The high-quality output of light combined with dual mounting capabilities from the ends and the center for tight and versatile mounting solutions make this light bar a great option for any vehicle</span><span style=""background-color: #eeeeee;"">. </span></span></p>",All Terrain Concepts,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting,LED Light Bars,"14 inch, 2 row, 22 inch, 32 inch, atc, atc lights, CF Moto, CF Moto Kit, CF Moto Lightbar, dual slim, excursion, f150, f250, flood, ford, front bumper, grill, grill bracket, Honda, Honda Talon, Jeep, Kawasaki, LED, light bar, Light Bars, lights, maverick, Maverick R, Maverick x3, off road, offroad, overlander, Polaris, rhino, Side by side, silverado, Silverado 1500, silverado 2500, single, straight, Tacoma, tahoe, titan, tj, Toyota, ultra 4, universal, UTV",true,Size,14,,,,,,,,LBDS14,1814.36948,shopify,19,continue,manual,200.00,0.00,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/Dual_Slim.jpg?v=1581719084,1,Slim off-road light bar series from All Terrain Concepts offered in five different lengths. ,false,ATC Dual Slim Series - Slim Light Bar,All Terrain Concept's Dual Slim Series is one of the sleekest and highest-quality slim light bars on the market. Learn more and view other products here.,,,,,new,,,,,,,,3,,,,,,,,,,,,,lb,,,true,,,active
14-inch-dual-slim-light-bar,,,,,,,,,22,,,,,,,,LBDS22,1814.36948,shopify,22,continue,manual,250.00,0.00,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/ATC_Race1.jpg?v=1583807849,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
14-inch-dual-slim-light-bar,,,,,,,,,32,,,,,,,,LBDS32,3628.73896,shopify,4,continue,manual,325.00,0.00,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/files/DiagramWH1001_78fcf5e3-b24b-411a-bf3c-dfcc9d84041a.png?v=1695335759,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
14-inch-dual-slim-light-bar,,,,,,,,,42,,,,,,,,LBDS40,3628.73896,shopify,4,continue,manual,400.00,0.00,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/DS_optic_218943df-d8a1-4b43-8fe1-43e17751c0e3.jpg?v=1695335759,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
14-inch-dual-slim-light-bar,,,,,,,,,50,,,,,,,,LBDS50,4535.9237,shopify,0,continue,manual,500.00,0.00,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/products/DS_14-5.JPG?v=1695335759,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
14-inch-dual-slim-light-bar,,,,,,,,,32 Dual Slim Curved,,,,,,,,LBDS32R,4082.33133,shopify,16,continue,manual,350.00,0.00,true,true,,https://cdn.shopify.com/s/files/1/1803/9213/products/DUAL_SLIM_JK.jpg?v=1695335759,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,
